lang	long	lat
"en"	-95.243574	38.959442
"es"	-62.271706	-38.738879
"pt"	-44.020651	-19.976591
"en"	-2.459299	53.567673
"fr"	3.279444	49.847879
"en"	26.79162	-25.18513
"pt"	-51.148926	-29.772862
"in"	108.354957	-7.322506
"tr"	32.61281	39.948353
"ru"	50.180554	53.193616
"fr"	-1.506878	53.59015
"en"	-117.149993	34.025855
"pt"	-46.509949	-23.530855
"tr"	27.843801	37.847037
"in"	6.182848	48.679956
"en"	25.24081	44.658164
"en"	-71.051595	42.358768
"en"	-74.006453	40.280663
"pt"	-52.320951	-31.771291
"en"	-74.166557	4.679179
"en"	3.628189	51.192966
"in"	115.22134	-8.75688
"fr"	6.124547	46.230831
"en"	-75.025891	40.002448
"in"	108.334955	-6.330085
"es"	-65.262665	-26.842067
"pt"	-43.705172	-22.906765
"en"	-97.743061	30.267153
"en"	28.966538	41.079058
"ja"	136.884284	35.169186
"en"	-106.6296	35.10515
"en"	-121.894956	37.339386
"es"	-63.912203	-31.660583
"nl"	-118.230073	34.003903
"en"	4.477357	51.927688
"tr"	30.633306	36.874713
"ja"	121.551747	25.063345
"es"	-3.458921	37.811679
"en"	-93.89796	32.416722
"en"	-73.947866	40.661179
"ja"	135.506467	34.700374
"en"	2.053612	48.762392
"en"	-2.340522	57.235166
"pt"	-44.004783	-22.512983
"pt"	-7.745475	41.301436
"in"	106.812637	-6.318115
"in"	107.763909	-7.02433
"es"	-58.397662	-34.600408
"und"	120.203555	14.930278
"es"	-2.912047	43.248307
"pt"	-51.212268	-30.027794
"pt"	-49.625864	-27.04296
"pt"	-46.407084	-23.53926
"fr"	2.351483	48.672607
"en"	-95.900642	36.121991
"th"	100.548538	13.746101
"und"	39.61887	24.447908
"es"	-66.8983	10.496
"de"	-52.330965	-31.734529
"en"	-85.59974	38.361048
"es"	-3.707389	40.472141
"en"	121.0734	14.880408
"en"	-87.819696	41.71849
"en"	-80.324678	25.982805
"en"	100.298038	5.400887
"es"	-71.254027	-29.965771
"en"	32.859442	39.907103
"pt"	-54.546684	-25.532607
"ar"	55.957516	25.722084
"en"	-74.122954	40.802592
"es"	-79.506359	8.99084
"en"	44.403466	33.30178
"en"	-4.343293	55.918232
"tl"	121.143654	14.26293
"tr"	30.514345	39.779903
"en"	-115.312396	36.120053
"en"	-118.443885	33.956792
"es"	-57.941568	-34.94582
"es"	-66.90501	10.50544
"en"	-2.570953	51.430461
"und"	29.133918	41.008356
"tr"	33.49746	39.843754
"es"	-65.238529	-26.781805
"es"	-0.452027	39.487088
"en"	-87.864833	41.980209
"es"	-57.924166	-34.908305
"es"	-74.071712	4.626136
"pt"	-16.91058	32.667328
"es"	-70.661815	-33.445475
"en"	1.354905	52.881348
"und"	-117.76526	34.07302
"und"	7.364636	5.136168
"es"	-66.8983	10.496
"in"	107.728913	-6.935613
"tr"	35.121676	38.588857
"pt"	-43.428172	-22.781919
"es"	-5.344409	36.163547
"pt"	-43.434715	-22.795562
"fr"	6.172321	49.262892
"en"	120.142563	16.032887
"en"	77.577939	12.993344
"ja"	130.691513	33.645908
"es"	-5.620221	43.159394
"en"	-81.702747	41.483057
"in"	97.95296	4.48615
"es"	-66.81565	10.49402
"en"	-80.021816	32.803654
"es"	-57.577863	-25.296951
"tl"	72.91526	19.089117
"tr"	27.214892	41.73182
"en"	-2.879952	53.576162
"tr"	27.083009	38.398835
"ar"	30.989194	30.776667
"in"	103.074647	5.40446
"und"	2.799319	41.973693
"in"	116.576326	5.98693
"en"	-79.466306	43.654028
"en"	-123.13582	49.291471
"tr"	28.716945	40.971779
"en"	28.90767	41.010549
"ru"	65.5738	57.187716
"ru"	37.491619	47.615726
"en"	-79.952928	39.634251
"es"	-107.345907	24.778187
"en"	-43.342771	-22.943074
"en"	-43.193953	-22.926125
"en"	101.678367	3.068075
"es"	-0.88419	41.631239
"es"	-57.910362	-34.866038
"en"	-79.937119	44.767814
"en"	-93.408283	45.205739
"es"	-97.836542	22.288037
"pt"	-51.166293	-29.734236
"ja"	138.235227	36.108011
"ar"	28.884793	40.97984
"es"	-58.25472	-34.7206
"en"	15.54328	45.482874
"ru"	37.881488	51.314349
"en"	-6.402675	54.019309
"en"	3.013402	36.752813
"es"	-56.675257	-36.721417
"en"	-2.176409	57.21318
"en"	-114.2086	51.040124
"es"	-58.473584	-34.696669
"ar"	47.999802	29.357151
"fr"	2.361721	48.992988
"fr"	2.468767	48.770916
"pt"	-46.69111	-23.543782
"es"	-100.372359	25.682415
"und"	9.187886	45.479399
"pt"	-49.264091	-25.476532
"tr"	35.918587	38.557444
"es"	-67.085486	-39.113731
"en"	26.708389	39.328533
"en"	1.358341	51.96418
"en"	-117.154559	33.540195
"tr"	29.669692	37.822621
"in"	101.485033	3.074637
"es"	-58.442816	-34.563549
"in"	110.440559	-7.630715
"in"	107.670531	-6.907713
"en"	-95.331516	29.732295
"en"	-2.156275	52.485713
"en"	-122.382934	37.608767
"it"	10.257655	43.858374
"pt"	-49.095373	-26.911291
"en"	-42.780878	-5.110892
"tr"	30.552193	37.769621
"und"	-89.894014	35.221506
"tr"	29.044658	40.184276
"ar"	13.517318	52.424682
"en"	-0.138949	51.497144
"pt"	-51.230106	-30.032783
"pt"	-7.745452	41.301428
"ja"	139.610145	35.478979
"en"	-97.455465	32.718829
"ja"	127.009016	37.567061
"tr"	29.405601	38.676873
"pt"	-46.615018	-23.444781
"en"	2.14176	41.365215
"ar"	31.627983	30.550648
"fr"	2.43822	48.692359
"ja"	138.691738	37.047772
"en"	-74.010236	40.704251
"en"	33.77809	-14.00317
"es"	-58.015412	-31.373531
"en"	3.092841	45.771558
"fr"	2.264684	48.948116
"fr"	2.533318	48.684512
"in"	3.094232	36.737901
"in"	102.251125	2.214372
"en"	-78.328611	35.625556
"es"	-65.205342	-26.835015
"pt"	-48.770031	-28.489564
"es"	-90.562818	14.571265
"en"	-88.618465	33.607166
"tr"	29.109985	40.972092
"en"	-4.084056	52.419753
"en"	101.714638	2.970503
"und"	-8.420572	43.367888
"tr"	28.61981	40.995619
"ar"	13.199377	32.881176
"en"	-81.879994	38.45543
"in"	36.796991	-1.294969
"en"	2.157843	41.391108
"tr"	35.430757	38.473308
"in"	101.663788	3.107413
"en"	-97.90701	26.138773
"tl"	120.285682	14.837169
"pt"	-43.420404	-22.915154
"en"	-73.5878	45.5088
"en"	79.958797	9.767347
"tr"	28.708116	40.982399
"es"	-64.300329	-31.248129
"in"	-115.252895	36.230964
"in"	112.60533	-7.9476
"es"	-53.937937	-32.935321
"es"	-5.843934	37.334125
"es"	-58.532226	-34.646113
"ru"	39.204314	51.728188
"es"	-73.047275	-36.829116
"en"	101.55479	3.071314
"pt"	-43.200635	-22.915935
"pt"	-43.432326	-22.751113
"pt"	-8.428632	41.556201
"pt"	-46.700082	-23.582799
"en"	-73.956878	40.705756
"tr"	33.349028	35.190379
"ru"	31.981635	36.551771
"en"	-80.244674	26.009863
"en"	-71.326195	42.62896
"en"	103.846034	1.429085
"fr"	-117.794694	33.683947
"es"	-64.163653	-31.362163
"en"	124.600644	1.216945
"th"	100.622451	13.81512
"in"	110.41262	-7.764335
"es"	-5.183277	36.433388
"pt"	-51.988096	-27.313168
"en"	3.25353	6.69187
"pt"	-49.407449	-25.583827
"en"	13.50263	38.076832
"en"	-117.876596	33.593697
"tr"	29.516113	40.076307
"tr"	32.625528	41.201095
"es"	-99.754633	16.761773
"in"	110.41354	-7.7742
"en"	-119.71543	36.731915
"en"	-79.375364	43.648424
"fr"	34.137739	43.812038
"en"	-96.795135	32.806074
"en"	-4.48005	55.837544
"nl"	4.315269	52.032123
"en"	-96.99423	32.861844
"en"	-43.180959	-22.811593
"en"	27.92272	-26.036425
"fr"	1.43242	44.451286
"es"	2.127366	41.546866
"tr"	35.92456	38.594581
"ru"	39.871651	57.625596
"en"	-116.87641	33.925571
"es"	121.068799	14.672665
"ar"	31.18639	30.016721
"pt"	-56.540643	-29.139215
"pt"	-7.92306	37.023859
"ar"	46.787037	24.722104
"en"	39.610833	24.468333
"in"	101.485607	3.07372
"in"	101.517492	3.076634
"en"	121.599002	13.941237
"es"	-58.570333	-34.638121
"tr"	28.897222	41.074085
"in"	104.090032	1.102691
"es"	-58.400384	-34.891494
"en"	-97.089028	32.676461
"en"	3.388336	6.618844
"fr"	2.365584	48.700571
"en"	68.451611	28.282571
"in"	108.499042	-6.878347
"tr"	28.79611	40.974001
"und"	-101.866695	21.022456
"tr"	34.531016	36.741268
"es"	2.203236	41.460265
"es"	-103.433338	20.677253
"tl"	79.902478	6.83059
"es"	-57.560492	-37.998068
"ar"	29.968452	31.237726
"nl"	4.472169	51.168541
"es"	-74.215105	40.667784
"pt"	-46.461133	-23.668354
"tr"	27.824829	41.551243
"en"	-71.040215	42.559065
"und"	14.323094	49.962351
"en"	-3.636045	40.545476
"en"	-0.075343	51.458185
"es"	-100.997841	22.140664
"in"	114.59671	-3.31994
"pt"	-40.186637	-20.152132
"en"	-0.13785	50.822759
"ru"	82.888738	54.991891
"en"	-104.608486	38.303317
"in"	107.056501	-6.477071
"en"	0.682954	51.537033
"es"	-3.016598	39.162877
"en"	-96.052036	41.26742
"tl"	84.538682	27.614927
"tr"	28.995939	41.09306
"ja"	139.479012	35.668988
"de"	8.238837	49.995542
"tl"	-84.054945	9.950292
"tl"	-52.181255	-32.078548
"en"	-81.07052	29.173
"en"	106.85689	-6.19499
"es"	-8.757621	42.200585
"in"	110.340156	-7.817797
"tr"	35.165785	38.15235
"ru"	35.037467	48.391814
"und"	-65.176136	-26.788381
"en"	-123.179107	49.195474
"en"	30.302947	-23.894701
"ru"	39.873292	47.271418
"und"	47.860987	30.479355
"en"	104.75954	-2.95154
"en"	-118.391042	33.857557
"tr"	31.341723	36.809617
"es"	-4.282076	37.984761
"en"	151.067189	-33.848095
"en"	-84.092472	33.868722
"tr"	28.847661	40.225933
"en"	-96.847505	32.822248
"en"	-0.06609	51.531057
"in"	106.831	-6.16226
"en"	-75.153116	39.978716
"es"	-5.98694	37.3772
"pt"	-43.205789	-22.813989
"nl"	4.258738	51.207136
"en"	-2.098948	57.162686
"pt"	-9.352962	38.797527
"es"	-60.707027	-31.643826
"es"	-60.712176	-27.571669
"tr"	35.153532	42.024654
"en"	9.879661	37.272645
"en"	-86.159704	39.803508
"en"	-60.64922	-32.981651
"pt"	-47.335204	-23.355829
"es"	-1.80454	37.566053
"fr"	2.195645	13.460468
"es"	2.701169	39.551326
"en"	-84.339809	30.443072
"tr"	35.293454	38.358492
"en"	29.232213	-26.97855
"es"	-56.152081	-34.920196
"en"	-114.08253	36.796424
"ar"	55.516353	25.408493
"tr"	29.029652	40.99399
"ru"	37.896617	45.029619
"pt"	-35.757703	-9.672541
"en"	-49.320567	-16.653561
"ru"	30.767791	46.59672
"es"	-62.643341	8.343958
"tl"	120.62486	15.170004
"en"	-111.890466	40.618037
"es"	-5.945634	37.375641
"es"	-8.671114	41.243616
"pt"	-45.427049	-23.628998
"en"	3.261802	6.694998
"tl"	121.038175	14.644254
"en"	-95.400412	29.710719
"tr"	28.853649	41.022707
"tr"	28.845289	40.992177
"in"	104.459332	0.905234
"nl"	5.670231	51.967279
"es"	-99.167713	19.284756
"tl"	-67.801695	-37.883008
"en"	-1.469123	54.998287
"in"	27.198169	38.484174
"tr"	28.78097	40.990577
"tr"	27.27349	40.239666
"en"	-118.849067	34.174448
"en"	-90.037714	35.139197
"en"	-75.657082	45.421348
"en"	-61.406497	10.498664
"in"	120.971831	14.612155
"und"	106.705658	-6.437751
"en"	-88.01234	41.669737
"in"	107.61014	-6.9593
"en"	73.114701	19.006107
"en"	178.445802	-18.095684
"ar"	20.077539	32.10234
"fr"	4.046938	46.030089
"en"	101.551108	3.075682
"pt"	-111.90931	33.414768
"pt"	-51.307581	-29.997206
"ru"	12.366469	55.891011
"ar"	48.063405	29.208166
"pt"	-54.866004	-29.190196
"es"	-58.472147	-34.5655
"in"	110.448366	-6.998533
"pt"	-43.945373	-19.835646
"en"	-121.548045	37.773433
"en"	-77.693695	43.168856
"en"	110.82905	-7.55529
"pt"	-43.123885	-22.887013
"en"	-80.141524	25.786334
"in"	103.84663	1.28955
"pt"	-53.504541	-28.292242
"en"	-71.151867	42.690203
"en"	-60.991472	14.0099
"tr"	27.347299	38.57877
"ru"	37.726407	55.796279
"en"	18.467352	-34.010176
"fr"	9.687548	4.030485
"en"	63.871111	11.061389
"pt"	-46.700083	-23.582777
"en"	-87.665387	41.816447
"fr"	2.35084	48.8569
"pt"	-58.392861	-34.900876
"es"	-70.578238	-33.466849
"in"	101.704403	3.24103
"en"	72.912998	19.086485
"in"	103.064194	5.418187
"in"	106.577817	-6.221496
"en"	36.894575	-1.285162
"es"	-70.710473	19.491567
"es"	-57.941568	-34.94582
"es"	-73.142797	6.289529
"pt"	-73.109327	7.077545
"en"	123.502118	9.679773
"tr"	27.843328	37.848906
"en"	-0.316606	51.523287
"tr"	28.863358	41.008986
"en"	-104.813147	38.848068
"en"	120.972503	14.475413
"und"	-45.88889	-23.206219
"in"	106.865068	-6.414934
"en"	-0.497048	51.896099
"en"	-67.615513	-34.979683
"tr"	28.886716	40.996663
"und"	47.342795	30.564968
"en"	-117.870019	33.618264
"en"	-8.601897	41.108896
"und"	36.36081	41.268431
"pt"	-50.067873	-21.350463
"en"	5.229124	13.025904
"pt"	-47.988885	-15.993362
"pt"	-39.660554	-13.272549
"en"	42.98838	36.842678
"es"	-58.354699	-34.755597
"in"	106.78295	-6.20037
"fr"	-73.534069	45.383859
"in"	110.37269	-7.78268
"tl"	121.09971	14.555246
"en"	7.668553	45.073703
"en"	-84.164782	36.736784
"ar"	33.803816	31.128707
"tr"	29.050919	41.142681
"pt"	-43.373212	-22.974752
"en"	-75.14001	39.816992
"nl"	4.922691	52.403554
"en"	-95.39104	29.693694
"en"	-116.663222	43.640411
"tr"	36.362896	41.271655
"es"	-108.075467	25.476257
"tr"	28.970435	41.062445
"en"	-81.179262	34.117639
"pt"	-43.320912	-22.715501
"en"	106.822354	-6.361014
"pt"	-4.411166	36.728815
"en"	33.764598	-13.94912
"tr"	29.074206	40.963948
"en"	-118.158266	34.678635
"tl"	120.816034	14.852535
"in"	100.27532	6.650892
"en"	-87.613068	41.852632
"en"	-51.984577	-31.361392
"in"	101.34915	0.47802
"tr"	29.075552	40.996638
"pt"	-43.349356	-21.764935
"tr"	38.339267	38.368022
"in"	39.725832	41.006151
"ru"	25.941819	48.267997
"tr"	32.659864	41.216649
"en"	-95.22911	29.62775
"tr"	27.895606	39.670673
"ar"	44.472018	33.319174
"tr"	28.593593	41.015203
"ja"	139.386667	35.433333
"en"	-72.238352	41.622411
"ar"	31.791093	30.726219
"it"	-117.9937	33.791281
"in"	101.693384	2.999577
"ru"	27.713399	53.947498
"en"	51.693111	32.551232
"en"	-96.88443	29.909574
"en"	-79.915924	43.534577
"en"	-74.217465	40.664764
"es"	-68.26668	-54.790355
"en"	-73.986979	40.703107
"th"	100.530262	13.744946
"en"	18.828215	-34.06647
"ja"	130.64718	31.734735
"pt"	-50.785171	-29.650687
"tr"	34.603554	37.852858
"en"	-107.984512	36.711117
"de"	-78.328611	35.625556
"pt"	-45.275539	-20.890827
"fr"	12.645253	41.688844
"en"	-80.968292	35.077845
"en"	12.089444	44.473333
"it"	15.209817	37.794332
"ru"	39.241148	51.657715
"tr"	29.066386	40.996922
"in"	107.088811	-6.258261
"pt"	-46.799836	-23.563059
"pt"	-52.80237	-28.300704
"tr"	28.906938	41.099429
"pt"	-44.230486	-20.927668
"en"	-85.259453	37.571005
"tr"	30.792778	36.900278
"es"	-58.356531	-34.729087
"en"	-2.695888	55.599537
"es"	-56.134148	-34.831108
"ja"	140.121093	35.867791
"es"	-58.982852	-27.460168
"tr"	27.221573	38.449064
"in"	112.52132	-7.87081
"ar"	44.257786	17.547815
"it"	12.509613	45.907344
"fr"	2.350178	48.858654
"ru"	37.705184	55.553824
"it"	14.610081	40.642615
"es"	-73.252976	10.43527
"ar"	29.068911	41.027715
"und"	-58.495898	-34.487632
"es"	-58.775703	-34.658827
"pt"	-46.646601	-23.702957
"es"	-84.732413	33.963562
"in"	103.30082	4.36244
"pt"	-60.672724	2.817337
"pt"	-9.16019	38.673079
"ar"	31.218029	30.038774
"tr"	28.835453	41.049893
"es"	-73.2458	-39.8139
"en"	-89.969986	32.245193
"en"	-94.5412	36.1873
"en"	-4.445233	55.858883
"pt"	-48.905081	-26.328482
"en"	-84.355991	39.348959
"ar"	39.132616	21.57299
"tr"	29.15787	37.732593
"en"	100.559936	13.817171
"tr"	29.950377	40.770984
"en"	-81.605848	41.534634
"en"	-84.424848	33.54955
"ru"	46.523203	56.319625
"pt"	-56.439099	-25.443396
"pt"	-49.419441	-28.684543
"es"	-58.965148	-27.331468
"fr"	2.047278	48.787683
"tl"	-73.554167	45.508889
"tr"	30.540781	38.761758
"en"	-95.345967	28.94901
"en"	125.644281	7.109654
"en"	-83.665692	42.946978
"en"	-80.143483	26.2069
"en"	-96.852137	32.861395
"fr"	2.123345	48.904865
"en"	-73.974334	40.750578
"ru"	113.9831	62.539152
"it"	-49.038292	-22.369492
"in"	120.151211	-5.366104
"und"	-66.080977	18.400839
"en"	-80.200128	26.408189
"en"	-1.131463	53.317654
"in"	106.871996	-6.175678
"en"	-84.276623	43.628831
"pt"	-48.661623	-26.885874
"und"	-118.354445	34.098355
"und"	-75.176701	4.437544
"tr"	29.072815	40.176751
"ja"	137.182465	34.949092
"pt"	-8.440886	40.254832
"en"	-121.179726	36.481988
"tr"	28.674737	41.059474
"en"	-84.307343	33.844151
"und"	107.088811	-6.258261
"in"	30.74655	40.79758
"en"	28.908984	41.010003
"tl"	121.080002	14.692984
"tr"	29.817868	40.718623
"en"	-79.634349	43.594459
"pt"	-42.783368	-5.075199
"tl"	120.965137	14.15497
"en"	-4.182106	55.863436
"en"	-81.149152	43.028404
"pt"	-51.114788	-30.033815
"pt"	-43.345915	-21.762012
"en"	-85.950568	32.938407
"in"	102.254193	2.207507
"ja"	127.668686	26.198223
"tr"	29.096282	37.744348
"pt"	-46.556488	-23.748883
"pt"	-42.63145	-19.485429
"es"	-46.575719	-23.119746
"th"	100.696097	13.674217
"es"	-60.731605	-34.1849
"tr"	37.80854	41.016476
"ar"	31.498024	30.588211
"pt"	-51.168333	-30.184174
"pt"	-41.942679	-22.520125
"en"	27.994718	-26.188468
"in"	110.323167	-7.802734
"pt"	-34.886448	-8.059215
"tr"	30.16738	41.064825
"es"	-59.039059	-34.114793
"tr"	29.143103	40.926859
"en"	-1.731369	8.046468
"en"	-76.671248	39.179335
"pt"	-35.740849	-9.648202
"es"	-60.574206	-33.872637
"pt"	-47.456031	-23.540987
"in"	101.140305	3.46674
"tr"	32.532036	38.004955
"en"	-45	-5
"en"	4.43393	43.829523
"und"	35.299125	37.023656
"en"	-74.005834	40.742351
"en"	0.150834	51.47243
"en"	-83.626769	42.909913
"en"	-76.934457	38.991524
"es"	-5.994262	37.402806
"en"	-96.795035	32.768853
"fr"	2.206569	49.011381
"ru"	92.773359	56.000903
"es"	-75.333522	6.179622
"en"	-84.435957	33.640861
"es"	-70.641206	-33.439037
"en"	115.18722	-8.59916
"en"	106.89055	-6.216
"es"	-74.361273	4.818814
"en"	-84.39	33.76
"es"	-80.133746	25.794369
"es"	-69.951428	18.440705
"in"	107.8501	-6.2775
"en"	121.11529	14.323705
"es"	-46.324201	-23.968756
"tl"	-48.476837	-1.450091
"pt"	-46.529198	-23.658676
"es"	-5.492286	36.187526
"en"	-0.1204	51.4633
"en"	-86.73461	36.369326
"tr"	29.022577	40.981453
"en"	-2.376111	53.856389
"en"	-81.307441	28.496966
"ru"	37.753272	55.927286
"pt"	-44.252822	-2.526902
"ja"	135.772691	34.967096
"in"	119.487994	-5.183912
"en"	74.840652	12.880454
"ru"	59.928781	56.907005
"en"	-76.799639	18.015075
"es"	-3.726165	40.319686
"tr"	27.102776	38.453892
"pt"	-41.321137	-21.76308
"ru"	23.813347	53.706845
"und"	-66.32635	-33.30355
"ar"	36.305097	33.487232
"en"	-77.300063	39.119923
"tr"	29.22846	40.887165
"en"	-85.109117	34.91591
"es"	-79.032289	-8.130042
"tr"	28.926918	37.932053
"ar"	-83.61804	41.678928
"en"	123.869815	10.291601
"ar"	44.018838	26.098278
"tr"	28.647017	41.013328
"en"	54.452735	24.435304
"es"	-5.859412	43.364002
"en"	11.198127	43.840538
"en"	-81.919801	27.95691
"fr"	3.191957	50.656799
"tr"	29.234648	41.001097
"pt"	-41.933991	-22.520421
"en"	-111.978362	40.683452
"en"	-78.328611	35.625556
"en"	-119.266792	34.278147
"in"	58.214438	23.630108
"tr"	29.518938	40.078702
"en"	36.824158	-1.307778
"en"	-77.477642	37.561293
"en"	-121.905553	37.681614
"en"	-1.486319	53.336034
"en"	-80.123031	26.383418
"en"	-74.934922	39.822603
"en"	31.002651	-29.916768
"es"	-3.637831	40.474444
"en"	-6.285061	53.359903
"en"	-69.821127	43.915071
"en"	-77.038111	38.897286
"en"	-6.307946	49.920477
"en"	11.251508	43.804406
"en"	-85.152842	41.10637
"es"	-74.168703	4.605983
"es"	-72.941785	5.713071
"en"	28.3599	-15.45862
"pt"	-40.294798	-20.285064
"th"	100.591581	14.354474
"pt"	-46.87583	-23.46238
"in"	106.58905	-6.143147
"und"	-57.94537	-34.920878
"en"	-4.325531	55.925476
"tr"	41.304531	41.350848
"en"	4.803272	45.788073
"es"	12.978416	43.841279
"ru"	55.94381	58.004612
"it"	9.213621	45.489932
"en"	-77.429688	37.539658
"nl"	4.63858	51.822334
"en"	-98.648295	29.436143
"und"	104.719816	-2.962968
"ar"	46.803667	24.699803
"es"	-70.5684	-33.5475
"es"	-99.175757	19.384352
"pt"	-9.340066	38.699253
"tr"	27.977401	40.34525
"en"	28.03616	-26.20012
"en"	38.711036	56.403817
"en"	-3.156714	55.927557
"pt"	-48.666913	-22.807895
"en"	-118.568131	34.403178
"in"	106.69873	-6.15649
"en"	-77.118179	38.829194
"en"	-7.111871	52.257958
"pt"	-46.631874	-23.535932
"tr"	29.190475	40.887569
"en"	-73.975389	40.755661
"en"	-75.156561	40.298937
"en"	-75.14261	40.028207
"en"	17.05412	-22.50981
"th"	100.52276	13.674465
"pt"	-47.630632	-22.722485
"en"	-73.59035	40.658059
"en"	-76.658858	40.272898
"en"	-80.432375	25.65963
"en"	-118.282786	34.094823
"es"	-57.562576	-37.976696
"tl"	121.041735	14.666569
"es"	-64.629337	10.220691
"ru"	47.274885	56.096609
"en"	-92.243349	36.003193
"tr"	28.907599	41.037891
"ja"	130.417579	32.155535
"tr"	-0.251697	35.771749
"en"	-76.56611	44.2611
"en"	-117.91	34.07
"en"	-66.153449	18.177619
"en"	-74.009284	40.706508
"en"	-77.030641	38.99445
"en"	121.022357	14.568927
"tl"	121.000239	14.578703
"es"	-6.960837	38.870165
"ar"	39.689249	24.481265
"pt"	-43.341046	-22.928924
"ar"	31.508798	30.591603
"en"	-73.953177	40.80615
"es"	-5.461677	36.132188
"en"	-73.862959	41.060459
"pt"	-50.002476	-29.737316
"in"	100.423477	6.270227
"und"	-43.471253	-22.886803
"en"	-98.475882	26.254358
"fr"	3.08085	44.09927
"it"	10.247435	43.883281
"en"	-77.461216	37.686421
"tr"	30.405406	40.801267
"es"	-70.617403	-33.438357
"es"	-64.168363	-31.366492
"en"	-75.166455	39.939978
"ru"	35.168726	47.885674
"nl"	3.730708	51.046237
"es"	-3.712143	40.379658
"es"	-75.636514	6.171391
"pt"	-48.966018	-27.182389
"en"	-95.209912	29.512287
"es"	-58.193461	-26.186286
"es"	-0.779969	38.127509
"pt"	-43.416512	-22.819567
"pt"	-49.924135	-29.45572
"en"	6.889444	46.340833
"pt"	-37.24237	-9.385877
"en"	-81.3774	28.5382
"und"	101.587855	3.333459
"th"	100.531673	13.900083
"in"	106.867797	-6.23211
"tr"	40.691911	39.919901
"es"	-66.152809	-40.6852
"fr"	2.564605	48.952856
"pt"	-46.659827	-23.557459
"tr"	36.340064	41.264687
"en"	-83.873808	9.840821
"tr"	27.207212	38.465233
"es"	-60.737678	-32.726516
"en"	9.189987	48.779605
"en"	121.130741	13.921961
"es"	-70.666584	19.427546
"ru"	27.569081	53.843382
"es"	-59.034609	-34.107514
"pt"	-8.781235	39.164379
"en"	-95.02763	29.69451
"en"	-83.360054	42.487795
"pt"	-44.278717	-2.546103
"en"	25.907834	-24.670274
"en"	-77.604041	37.664802
"en"	-6.235613	53.381209
"in"	95.275922	5.525162
"en"	-85.044298	32.362643
"und"	-75.240204	39.87822
"en"	-84.067704	33.811722
"en"	-3.120664	55.641087
"tl"	121.07226	14.565126
"en"	-85.043909	32.362536
"es"	-98.743375	20.12846
"en"	-3.279257	54.214443
"ar"	48.061457	29.083262
"pt"	-55.996666	-28.664955
"en"	-83.437555	41.918603
"tr"	29.108173	41.04056
"pt"	-43.176682	-22.90757
"en"	75.632736	31.683428
"es"	-58.3732	-34.60809
"en"	111.059871	-7.75531
"tr"	49.558067	40.39856
"ru"	49.152463	55.788985
"in"	112.689055	-7.488533
"es"	-65.986841	18.353146
"in"	110.456677	1.450843
"tr"	28.836145	41.039801
"en"	-80.099208	26.379826
"en"	7.640146	45.072368
"es"	-56.902293	-25.306598
"it"	-60.471181	-33.193287
"en"	100.930282	13.162826
"en"	-0.223575	51.435654
"pt"	-51.115635	-29.705764
"fr"	2.283145	48.800717
"pt"	-46.510271	-23.667478
"tr"	29.044276	41.044483
"en"	-82.670747	27.75427
"en"	-83.797551	34.09338
"tr"	28.970834	41.070105
"es"	-5.078779	37.539573
